ticker,name,sector,industry_big,market
5491.T,日本金属,鉄鋼,鉄鋼・非鉄,Standard
5527.T,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,不動産,Growth
5532.T,リアルゲイト,不動産業,不動産,Growth
5533.T,エリッツホールディングス,不動産業,不動産,Standard
5535.T,ミガロホールディングス,不動産業,不動産,Prime
5541.T,大平洋金属,鉄鋼,鉄鋼・非鉄,Prime
5542.T,新報国マテリアル,鉄鋼,鉄鋼・非鉄,Standard
5563.T,新日本電工,鉄鋼,鉄鋼・非鉄,Prime
5570.T,ジェノバ,情報・通信業,情報通信・サービスその他,Growth
5571.T,エキサイトホールディングス,情報・通信業,情報通信・サービスその他,Standard
5572.T,Ｒｉｄｇｅ－ｉ,情報・通信業,情報通信・サービスその他,Growth
5574.T,ＡＢＥＪＡ,情報・通信業,情報通信・サービスその他,Growth
5575.T,Ｇｌｏｂｅｅ,情報・通信業,情報通信・サービスその他,Growth
5576.T,オービーシステム,情報・通信業,情報通信・サービスその他,Standard
5577.T,アイデミー,情報・通信業,情報通信・サービスその他,Growth
5578.T,ＡＲアドバンストテクノロジ,情報・通信業,情報通信・サービスその他,Growth
5580.T,プロディライト,情報・通信業,情報通信・サービスその他,Growth
5582.T,グリッド,情報・通信業,情報通信・サービスその他,Growth
5586.T,Ｌａｂｏｒｏ．ＡＩ,情報・通信業,情報通信・サービスその他,Growth
5587.T,インバウンドプラットフォーム,情報・通信業,情報通信・サービスその他,Growth
5588.T,ファーストアカウンティング,情報・通信業,情報通信・サービスその他,Growth
5589.T,オートサーバー,情報・通信業,情報通信・サービスその他,Standard
5590.T,ネットスターズ,情報・通信業,情報通信・サービスその他,Growth
5591.T,ＡＶＩＬＥＮ,情報・通信業,情報通信・サービスその他,Growth
5592.T,くすりの窓口,情報・通信業,情報通信・サービスその他,Growth
5595.T,ＱＰＳ研究所,情報・通信業,情報通信・サービスその他,Growth
5596.T,アウトルックコンサルティング,情報・通信業,情報通信・サービスその他,Growth
5597.T,ブルーイノベーション,情報・通信業,情報通信・サービスその他,Growth
5599.T,Ｓ＆Ｊ,情報・通信業,情報通信・サービスその他,Growth
5602.T,栗本鐵工所,鉄鋼,鉄鋼・非鉄,Prime
5603.T,虹技,鉄鋼,鉄鋼・非鉄,Standard
5609.T,日本鋳造,鉄鋼,鉄鋼・非鉄,Standard
5612.T,日本鋳鉄管,鉄鋼,鉄鋼・非鉄,Standard
5616.T,雨風太陽,情報・通信業,情報通信・サービスその他,Growth
5618.T,ナイル,情報・通信業,情報通信・サービスその他,Growth
5619.T,マーソ,情報・通信業,情報通信・サービスその他,Growth
5621.T,ヒューマンテクノロジーズ,情報・通信業,情報通信・サービスその他,Growth
5631.T,日本製鋼所,機械,機械,Prime
5632.T,三菱製鋼,鉄鋼,鉄鋼・非鉄,Prime
5644.T,メタルアート,鉄鋼,鉄鋼・非鉄,Standard
5658.T,日亜鋼業,鉄鋼,鉄鋼・非鉄,Standard
5659.T,日本精線,鉄鋼,鉄鋼・非鉄,Prime
5660.T,神鋼鋼線工業,鉄鋼,鉄鋼・非鉄,Standard
5695.T,パウダーテック,鉄鋼,鉄鋼・非鉄,Standard
5697.T,サンユウ,鉄鋼,鉄鋼・非鉄,Standard
5698.T,エンビプロ・ホールディングス,鉄鋼,鉄鋼・非鉄,Standard
5699.T,イボキン,鉄鋼,鉄鋼・非鉄,Standard
5702.T,大紀アルミニウム工業所,非鉄金属,鉄鋼・非鉄,Prime
5703.T,日本軽金属ホールディングス,非鉄金属,鉄鋼・非鉄,Prime
5704.T,ＪＭＣ,非鉄金属,鉄鋼・非鉄,Growth
5706.T,三井金属,非鉄金属,鉄鋼・非鉄,Prime
5707.T,東邦亜鉛,非鉄金属,鉄鋼・非鉄,Prime
5711.T,三菱マテリアル,非鉄金属,鉄鋼・非鉄,Prime
5713.T,住友金属鉱山,非鉄金属,鉄鋼・非鉄,Prime
5714.T,ＤＯＷＡホールディングス,非鉄金属,鉄鋼・非鉄,Prime
5715.T,古河機械金属,非鉄金属,鉄鋼・非鉄,Prime
5721.T,エス・サイエンス,非鉄金属,鉄鋼・非鉄,Standard
5724.T,アサカ理研,非鉄金属,鉄鋼・非鉄,Standard
5726.T,大阪チタニウムテクノロジーズ,非鉄金属,鉄鋼・非鉄,Prime
5727.T,東邦チタニウム,非鉄金属,鉄鋼・非鉄,Prime
5729.T,日本精鉱,非鉄金属,鉄鋼・非鉄,Standard
5741.T,ＵＡＣＪ,非鉄金属,鉄鋼・非鉄,Prime
5742.T,エヌアイシ・オートテック,非鉄金属,鉄鋼・非鉄,Standard
5753.T,日本伸銅,非鉄金属,鉄鋼・非鉄,Standard
5757.T,ＣＫサンエツ,非鉄金属,鉄鋼・非鉄,Prime
5801.T,古河電気工業,非鉄金属,鉄鋼・非鉄,Prime
5802.T,住友電気工業,非鉄金属,鉄鋼・非鉄,Prime
5803.T,フジクラ,非鉄金属,鉄鋼・非鉄,Prime
5805.T,ＳＷＣＣ,非鉄金属,鉄鋼・非鉄,Prime
5816.T,オーナンバ,非鉄金属,鉄鋼・非鉄,Standard
5817.T,ＪＭＡＣＳ,非鉄金属,鉄鋼・非鉄,Standard
5819.T,カナレ電気,非鉄金属,鉄鋼・非鉄,Standard
5820.T,三ッ星,非鉄金属,鉄鋼・非鉄,Standard
5821.T,平河ヒューテック,非鉄金属,鉄鋼・非鉄,Prime
5830.T,いよぎんホールディングス,銀行業,銀行,Prime
5831.T,しずおかフィナンシャルグループ,銀行業,銀行,Prime
5832.T,ちゅうぎんフィナンシャルグループ,銀行業,銀行,Prime
5834.T,ＳＢＩリーシングサービス,証券、商品先物取引業,金融（除く銀行）,Growth
5838.T,楽天銀行,銀行業,銀行,Prime
5842.T,インテグラル,証券、商品先物取引業,金融（除く銀行）,Growth
5843.T,ニッポンインシュア,その他金融業,金融（除く銀行）,Standard
5844.T,京都フィナンシャルグループ,銀行業,銀行,Prime
5845.T,全保連,その他金融業,金融（除く銀行）,Standard
5851.T,リョービ,非鉄金属,鉄鋼・非鉄,Prime
5852.T,アーレスティ,非鉄金属,鉄鋼・非鉄,Prime
5856.T,エルアイイーエイチ,小売業,小売,Standard
5857.T,ＡＲＥホールディングス,非鉄金属,鉄鋼・非鉄,Prime
5858.T,ＳＴＧ,非鉄金属,鉄鋼・非鉄,Growth
5867.T,エスネットワークス,サービス業,情報通信・サービスその他,Growth
5868.T,ロココ,サービス業,情報通信・サービスその他,Standard
5869.T,早稲田学習研究会,サービス業,情報通信・サービスその他,Standard
5870.T,ナルネットコミュニケーションズ,サービス業,情報通信・サービスその他,Growth
5871.T,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,サービス業,情報通信・サービスその他,Standard
5884.T,クラダシ,小売業,小売,Growth
5885.T,ジーデップ・アドバンス,卸売業,商社・卸売,Standard
5888.T,ＤＡＩＷＡ　ＣＹＣＬＥ,小売業,小売,Growth
5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業,小売,Prime
5891.T,魁力屋,小売業,小売,Standard
5892.T,ｙｕｔｏｒｉ,小売業,小売,Growth
5900.T,ダイケン,金属製品,建設・資材,Standard
5901.T,東洋製罐グループホールディングス,金属製品,建設・資材,Prime
5902.T,ホッカンホールディングス,金属製品,建設・資材,Prime
5903.T,シンポ,金属製品,建設・資材,Standard
5905.T,日本製罐,金属製品,建設・資材,Standard
5906.T,エムケー精工,金属製品,建設・資材,Standard
5909.T,コロナ,金属製品,建設・資材,Standard
5911.T,横河ブリッジホールディングス,金属製品,建設・資材,Prime
5915.T,駒井ハルテック,金属製品,建設・資材,Standard
5918.T,瀧上工業,金属製品,建設・資材,Standard
5921.T,川岸工業,金属製品,建設・資材,Standard
5922.T,那須電機鉄工,金属製品,建設・資材,Standard
5923.T,高田機工,金属製品,建設・資材,Standard
5928.T,アルメタックス,金属製品,建設・資材,Standard
5929.T,三和ホールディングス,金属製品,建設・資材,Prime
5930.T,文化シヤッター,金属製品,建設・資材,Prime
5932.T,三協立山,金属製品,建設・資材,Prime
5933.T,アルインコ,金属製品,建設・資材,Prime
5936.T,東洋シヤッター,金属製品,建設・資材,Standard
5938.T,ＬＩＸＩＬ,金属製品,建設・資材,Prime
5939.T,大谷工業,金属製品,建設・資材,Standard
5940.T,不二サッシ,金属製品,建設・資材,Standard
5941.T,中西製作所,金属製品,建設・資材,Standard
5942.T,日本フイルコン,金属製品,建設・資材,Standard
5943.T,ノーリツ,金属製品,建設・資材,Prime
5945.T,天龍製鋸,金属製品,建設・資材,Standard
5946.T,長府製作所,金属製品,建設・資材,Prime
5947.T,リンナイ,金属製品,建設・資材,Prime
5949.T,ユニプレス,輸送用機器,自動車・輸送機,Prime
5950.T,日本パワーファスニング,金属製品,建設・資材,Standard
5951.T,ダイニチ工業,金属製品,建設・資材,Standard
5952.T,アマテイ,金属製品,建設・資材,Standard
5955.T,ワイズホールディングス,金属製品,建設・資材,Standard
5956.T,トーソー,金属製品,建設・資材,Standard
5957.T,日東精工,金属製品,建設・資材,Prime
5958.T,三洋工業,金属製品,建設・資材,Standard
5959.T,岡部,金属製品,建設・資材,Prime
5962.T,浅香工業,その他製品,情報通信・サービスその他,Standard
5965.T,フジマック,金属製品,建設・資材,Standard
5966.T,京都機械工具,金属製品,建設・資材,Standard
5967.T,ＴＯＮＥ,金属製品,建設・資材,Standard
5969.T,ロブテックス,金属製品,建設・資材,Standard
5970.T,ジーテクト,金属製品,建設・資材,Prime
5971.T,共和工業所,金属製品,建設・資材,Standard
5973.T,トーアミ,金属製品,建設・資材,Standard
5974.T,中国工業,金属製品,建設・資材,Standard
5975.T,東プレ,金属製品,建設・資材,Prime
5976.T,高周波熱錬,金属製品,建設・資材,Prime
5981.T,東京製綱,金属製品,建設・資材,Prime
5982.T,マルゼン,金属製品,建設・資材,Standard
5983.T,イワブチ,金属製品,建設・資材,Standard
5984.T,兼房,金属製品,建設・資材,Standard
5985.T,サンコール,金属製品,建設・資材,Standard
5986.T,モリテック　スチール,金属製品,建設・資材,Standard
5987.T,オーネックス,金属製品,建設・資材,Standard
5988.T,パイオラックス,金属製品,建設・資材,Prime
5989.T,エイチワン,金属製品,建設・資材,Prime
5990.T,スーパーツール,金属製品,建設・資材,Standard
5991.T,日本発條,金属製品,建設・資材,Prime
5992.T,中央発條,金属製品,建設・資材,Standard
5994.T,ファインシンター,金属製品,建設・資材,Standard
5997.T,協立エアテック,金属製品,建設・資材,Standard
5998.T,アドバネクス,金属製品,建設・資材,Standard
6005.T,三浦工業,機械,機械,Prime
6013.T,タクマ,機械,機械,Prime
6016.T,ジャパンエンジンコーポレーション,輸送用機器,自動車・輸送機,Standard
6018.T,阪神内燃機工業,輸送用機器,自動車・輸送機,Standard
6022.T,赤阪鐵工所,機械,機械,Standard
6023.T,ダイハツインフィニアース,輸送用機器,自動車・輸送機,Standard
6027.T,弁護士ドットコム,サービス業,情報通信・サービスその他,Growth
6028.T,テクノプロ・ホールディングス,サービス業,情報通信・サービスその他,Prime
6029.T,アトラグループ,サービス業,情報通信・サービスその他,Standard
6030.T,アドベンチャー,サービス業,情報通信・サービスその他,Growth
6031.T,ＺＥＴＡ,サービス業,情報通信・サービスその他,Growth
6033.T,エクストリーム,サービス業,情報通信・サービスその他,Growth
6034.T,ＭＲＴ,サービス業,情報通信・サービスその他,Growth
6035.T,アイ・アールジャパンホールディングス,サービス業,情報通信・サービスその他,Prime
6036.T,ＫｅｅＰｅｒ技研,サービス業,情報通信・サービスその他,Prime
6037.T,楽待,サービス業,情報通信・サービスその他,Standard
6038.T,イード,サービス業,情報通信・サービスその他,Growth
6039.T,日本動物高度医療センター,サービス業,情報通信・サービスその他,Growth
6040.T,日本スキー場開発,サービス業,情報通信・サービスその他,Growth
6042.T,ニッキ,輸送用機器,自動車・輸送機,Standard
6044.T,三機サービス,サービス業,情報通信・サービスその他,Standard
6045.T,レントラックス,サービス業,情報通信・サービスその他,Growth
6046.T,リンクバル,サービス業,情報通信・サービスその他,Growth
6047.T,Ｇｕｎｏｓｙ,サービス業,情報通信・サービスその他,Prime
6049.T,イトクロ,サービス業,情報通信・サービスその他,Growth
6050.T,イー・ガーディアン,サービス業,情報通信・サービスその他,Prime
6054.T,リブセンス,サービス業,情報通信・サービスその他,Standard
6055.T,ジャパンマテリアル,サービス業,情報通信・サービスその他,Prime
6058.T,ベクトル,サービス業,情報通信・サービスその他,Prime
6059.T,ウチヤマホールディングス,サービス業,情報通信・サービスその他,Standard
6060.T,こころネット,サービス業,情報通信・サービスその他,Standard
6061.T,ユニバーサル園芸社,サービス業,情報通信・サービスその他,Standard
6062.T,チャーム・ケア・コーポレーション,サービス業,情報通信・サービスその他,Prime
6063.T,日本エマージェンシーアシスタンス,サービス業,情報通信・サービスその他,Standard
6069.T,トレンダーズ,サービス業,情報通信・サービスその他,Growth
6070.T,キャリアリンク,サービス業,情報通信・サービスその他,Prime
6071.T,ＩＢＪ,サービス業,情報通信・サービスその他,Prime
6072.T,地盤ネットホールディングス,サービス業,情報通信・サービスその他,Growth
6073.T,アサンテ,サービス業,情報通信・サービスその他,Prime
6074.T,ジェイエスエス,サービス業,情報通信・サービスその他,Standard
6078.T,バリューＨＲ,サービス業,情報通信・サービスその他,Prime
6080.T,Ｍ＆Ａキャピタルパートナーズ,サービス業,情報通信・サービスその他,Prime
6081.T,アライドアーキテクツ,サービス業,情報通信・サービスその他,Growth
6082.T,ライドオンエクスプレスホールディングス,サービス業,情報通信・サービスその他,Standard
6083.T,ＥＲＩホールディングス,サービス業,情報通信・サービスその他,Standard
6085.T,アーキテクツ・スタジオ・ジャパン,サービス業,情報通信・サービスその他,Growth
6086.T,シンメンテホールディングス,サービス業,情報通信・サービスその他,Growth
6087.T,アビスト,サービス業,情報通信・サービスその他,Standard
6088.T,シグマクシス・ホールディングス,サービス業,情報通信・サービスその他,Prime
6089.T,ウィルグループ,サービス業,情報通信・サービスその他,Prime
6090.T,ヒューマン・メタボローム・テクノロジーズ,サービス業,情報通信・サービスその他,Standard
6091.T,ウエスコホールディングス,サービス業,情報通信・サービスその他,Standard
6092.T,エンバイオ・ホールディングス,サービス業,情報通信・サービスその他,Standard
6093.T,エスクロー・エージェント・ジャパン,サービス業,情報通信・サービスその他,Standard
6094.T,フリークアウト・ホールディングス,サービス業,情報通信・サービスその他,Growth
6096.T,レアジョブ,サービス業,情報通信・サービスその他,Standard
6098.T,リクルートホールディングス,サービス業,情報通信・サービスその他,Prime
6099.T,エラン,サービス業,情報通信・サービスその他,Prime
6101.T,ツガミ,機械,機械,Prime
6103.T,オークマ,機械,機械,Prime
6104.T,芝浦機械,機械,機械,Prime
6113.T,アマダ,機械,機械,Prime
6118.T,アイダエンジニアリング,機械,機械,Prime
6125.T,岡本工作機械製作所,機械,機械,Standard
6134.T,ＦＵＪＩ,機械,機械,Prime
6135.T,牧野フライス製作所,機械,機械,Prime
6136.T,オーエスジー,機械,機械,Prime
6137.T,小池酸素工業,機械,機械,Standard
6138.T,ダイジェット工業,機械,機械,Standard
6140.T,旭ダイヤモンド工業,機械,機械,Prime
6141.T,ＤＭＧ森精機,機械,機械,Prime
6143.T,ソディック,機械,機械,Prime
6144.T,西部電機,機械,機械,Standard
6145.T,ＮＩＴＴＯＫＵ,機械,機械,Standard
6146.T,ディスコ,機械,機械,Prime
6147.T,ヤマザキ,機械,機械,Standard
6149.T,小田原エンジニアリング,機械,機械,Standard
6150.T,タケダ機械,機械,機械,Standard
6151.T,日東工器,機械,機械,Prime
6155.T,高松機械工業,機械,機械,Standard
6156.T,エーワン精密,機械,機械,Standard
6157.T,日進工具,機械,機械,Prime
6158.T,和井田製作所,機械,機械,Standard
6159.T,ミクロン精密,機械,機械,Standard
6161.T,エスティック,機械,機械,Standard
6165.T,パンチ工業,機械,機械,Standard
6166.T,中村超硬,機械,機械,Growth
6167.T,冨士ダイス,機械,機械,Prime
6171.T,土木管理総合試験所,サービス業,情報通信・サービスその他,Standard
6173.T,アクアライン,サービス業,情報通信・サービスその他,Growth
6176.T,ブランジスタ,サービス業,情報通信・サービスその他,Growth
6177.T,ＡｐｐＢａｎｋ,サービス業,情報通信・サービスその他,Growth
6178.T,日本郵政,サービス業,情報通信・サービスその他,Prime
6180.T,ＧＭＯメディア,サービス業,情報通信・サービスその他,Growth
6181.T,タメニー,サービス業,情報通信・サービスその他,Growth
6182.T,メタリアル,サービス業,情報通信・サービスその他,Growth
6183.T,ベルシステム２４ホールディングス,サービス業,情報通信・サービスその他,Prime
6184.T,鎌倉新書,サービス業,情報通信・サービスその他,Prime
6185.T,ＳＭＮ,サービス業,情報通信・サービスその他,Standard
6186.T,一蔵,サービス業,情報通信・サービスその他,Standard
6189.T,グローバルキッズＣＯＭＰＡＮＹ,サービス業,情報通信・サービスその他,Standard
6190.T,フェニックスバイオ,サービス業,情報通信・サービスその他,Growth
6191.T,エアトリ,サービス業,情報通信・サービスその他,Prime
6193.T,バーチャレクス・ホールディングス,サービス業,情報通信・サービスその他,Growth
6194.T,アトラエ,サービス業,情報通信・サービスその他,Prime
6195.T,ホープ,サービス業,情報通信・サービスその他,Growth
6196.T,ストライク,サービス業,情報通信・サービスその他,Prime
6197.T,ソラスト,サービス業,情報通信・サービスその他,Prime
6198.T,キャリア,サービス業,情報通信・サービスその他,Growth
6199.T,セラク,サービス業,情報通信・サービスその他,Standard
6200.T,インソース,サービス業,情報通信・サービスその他,Prime
6201.T,豊田自動織機,輸送用機器,自動車・輸送機,Prime
6203.T,豊和工業,機械,機械,Standard
6208.T,石川製作所,機械,機械,Standard
6209.T,リケンＮＰＲ,機械,機械,Prime
6210.T,ＴＯＹＯイノベックス,機械,機械,Standard
6217.T,津田駒工業,機械,機械,Standard
6218.T,エンシュウ,機械,機械,Standard
6222.T,島精機製作所,機械,機械,Prime
6223.T,西部技研,機械,機械,Standard
6224.T,ＪＲＣ,機械,機械,Growth
6226.T,守谷輸送機工業,機械,機械,Standard
6227.T,ＡＩメカテック,機械,機械,Standard
6228.T,ジェイ・イー・ティ,機械,機械,Standard
6229.T,オーケーエム,機械,機械,Standard
6230.T,ＳＡＮＥＩ,機械,機械,Standard
6231.T,木村工機,機械,機械,Standard
6232.T,ＡＣＳＬ,機械,機械,Growth
6233.T,ＫＬＡＳＳ,機械,機械,Standard
6235.T,オプトラン,機械,機械,Prime
6237.T,イワキポンプ,機械,機械,Prime
6238.T,フリュー,機械,機械,Prime
6239.T,ナガオカ,機械,機械,Standard
6240.T,ヤマシンフィルタ,機械,機械,Prime
6245.T,ヒラノテクシード,機械,機械,Standard
6246.T,テクノスマート,機械,機械,Standard
6247.T,日阪製作所,機械,機械,Prime
6248.T,横田製作所,機械,機械,Standard
6249.T,ゲームカードホールディングス,機械,機械,Standard
6250.T,やまびこ,機械,機械,Prime
6254.T,野村マイクロ・サイエンス,機械,機械,Prime
6255.T,エヌ・ピー・シー,機械,機械,Growth
6257.T,藤商事,機械,機械,Standard
6258.T,平田機工,機械,機械,Prime
6262.T,ＰＥＧＡＳＵＳ,機械,機械,Standard
6264.T,マルマエ,機械,機械,Prime
6265.T,コンバム,機械,機械,Standard
6266.T,タツモ,機械,機械,Prime
6267.T,ゼネラルパッカー,機械,機械,Standard
6268.T,ナブテスコ,機械,機械,Prime
6269.T,三井海洋開発,機械,機械,Prime
6272.T,レオン自動機,機械,機械,Prime
6273.T,ＳＭＣ,機械,機械,Prime
6276.T,シリウスビジョン,電気機器,電機・精密,Standard
6277.T,ホソカワミクロン,機械,機械,Prime
6278.T,ユニオンツール,機械,機械,Prime
6279.T,瑞光,機械,機械,Prime
6282.T,オイレス工業,機械,機械,Prime
6284.T,日精エー・エス・ビー機械,機械,機械,Prime
6286.T,靜甲,機械,機械,Standard
6287.T,サトー,機械,機械,Prime
6289.T,技研製作所,機械,機械,Prime
6291.T,日本エアーテック,機械,機械,Standard
6292.T,カワタ,機械,機械,Standard
6293.T,日精樹脂工業,機械,機械,Prime
6294.T,オカダアイヨン,機械,機械,Prime
6297.T,鉱研工業,機械,機械,Standard
6298.T,ワイエイシイホールディングス,機械,機械,Prime
6301.T,小松製作所,機械,機械,Prime
6302.T,住友重機械工業,機械,機械,Prime
6305.T,日立建機,機械,機械,Prime
6306.T,日工,機械,機械,Prime
6307.T,サンセイ,機械,機械,Standard
6309.T,巴工業,機械,機械,Prime
6310.T,井関農機,機械,機械,Prime
6312.T,フロイント産業,機械,機械,Standard
6315.T,ＴＯＷＡ,機械,機械,Prime
6316.T,丸山製作所,機械,機械,Standard
6317.T,北川鉄工所,機械,機械,Standard
6322.T,タクミナ,機械,機械,Standard
6323.T,ローツェ,機械,機械,Prime
6324.T,ハーモニック・ドライブ・システムズ,機械,機械,Standard
6325.T,タカキタ,機械,機械,Standard
6326.T,クボタ,機械,機械,Prime
6327.T,北川精機,機械,機械,Standard
6328.T,荏原実業,機械,機械,Prime
6330.T,東洋エンジニアリング,建設業,建設・資材,Prime
6331.T,三菱化工機,機械,機械,Prime
6332.T,月島ホールディングス,機械,機械,Prime
6333.T,帝国電機製作所,機械,機械,Prime
6334.T,明治機械,機械,機械,Standard
6335.T,東京機械製作所,機械,機械,Standard
6336.T,石井表記,機械,機械,Standard
6337.T,テセック,機械,機械,Standard
6338.T,タカトリ,機械,機械,Standard
6339.T,新東工業,機械,機械,Prime
6340.T,澁谷工業,機械,機械,Prime
6342.T,太平製作所,機械,機械,Standard
6343.T,フリージア・マクロス,機械,機械,Standard
6345.T,アイチ　コーポレーション,機械,機械,Prime
6346.T,キクカワエンタープライズ,機械,機械,Standard
6347.T,プラコー,機械,機械,Standard
6349.T,小森コーポレーション,機械,機械,Prime
6351.T,鶴見製作所,機械,機械,Prime
6356.T,日本ギア工業,機械,機械,Standard
6357.T,三精テクノロジーズ,機械,機械,Standard
6358.T,酒井重工業,機械,機械,Prime
6360.T,東京自働機械製作所,機械,機械,Standard
6361.T,荏原製作所,機械,機械,Prime
6363.T,酉島製作所,機械,機械,Prime
6364.T,ＡＩＲＭＡＮ,機械,機械,Prime
6365.T,電業社機械製作所,機械,機械,Standard
6366.T,千代田化工建設,建設業,建設・資材,Standard
6367.T,ダイキン工業,機械,機械,Prime
6368.T,オルガノ,機械,機械,Prime
6369.T,トーヨーカネツ,機械,機械,Prime
6370.T,栗田工業,機械,機械,Prime
6371.T,椿本チエイン,機械,機械,Prime
6373.T,大同工業,機械,機械,Standard
6376.T,日機装,精密機器,電機・精密,Prime
6378.T,木村化工機,機械,機械,Standard
6379.T,レイズネクスト,建設業,建設・資材,Prime
6380.T,オリエンタルチエン工業,機械,機械,Standard
6381.T,アネスト岩田,機械,機械,Prime
6382.T,トリニティ工業,機械,機械,Standard
6383.T,ダイフク,機械,機械,Prime
6384.T,昭和真空,機械,機械,Standard
6387.T,サムコ,機械,機械,Prime
6390.T,加藤製作所,機械,機械,Prime
6391.T,加地テック,機械,機械,Standard
6392.T,ヤマダコーポレーション,機械,機械,Standard
6393.T,油研工業,機械,機械,Standard
6395.T,タダノ,機械,機械,Prime
6396.T,宇野澤組鐵工所,機械,機械,Standard
6400.T,不二精機,機械,機械,Standard
6402.T,兼松エンジニアリング,機械,機械,Standard
6403.T,水道機工,機械,機械,Standard
6405.T,鈴茂器工,機械,機械,Standard
6406.T,フジテック,機械,機械,Prime
6407.T,ＣＫＤ,機械,機械,Prime
6408.T,小倉クラッチ,機械,機械,Standard
6412.T,平和,機械,機械,Prime
6413.T,理想科学工業,機械,機械,Prime
6416.T,桂川電機,機械,機械,Standard
6417.T,ＳＡＮＫＹＯ,機械,機械,Prime
6418.T,日本金銭機械,機械,機械,Prime
6419.T,マースグループホールディングス,機械,機械,Prime
6420.T,ガリレイ,機械,機械,Prime
6424.T,高見沢サイバネティックス,機械,機械,Standard
6425.T,ユニバーサルエンターテインメント,機械,機械,Standard
6428.T,オーイズミ,機械,機械,Standard
6430.T,ダイコク電機,機械,機械,Prime
6432.T,竹内製作所,機械,機械,Prime
6433.T,ヒーハイスト,機械,機械,Standard
6436.T,アマノ,機械,機械,Prime
6440.T,ＪＵＫＩ,機械,機械,Prime
6444.T,サンデン,機械,機械,Standard
6445.T,ジャノメ,機械,機械,Prime
6448.T,ブラザー工業,電気機器,電機・精密,Prime
6454.T,マックス,機械,機械,Prime
6455.T,モリタホールディングス,輸送用機器,自動車・輸送機,Prime
6457.T,グローリー,機械,機械,Prime
6458.T,新晃工業,機械,機械,Prime
6459.T,大和冷機工業,機械,機械,Prime
6460.T,セガサミーホールディングス,機械,機械,Prime
6463.T,ＴＰＲ,機械,機械,Prime
6464.T,ツバキ・ナカシマ,機械,機械,Prime
6465.T,ホシザキ,機械,機械,Prime
6466.T,ＴＶＥ,機械,機械,Standard
6467.T,ニチダイ,機械,機械,Standard
6469.T,放電精密加工研究所,機械,機械,Standard
6470.T,大豊工業,機械,機械,Standard
6471.T,日本精工,機械,機械,Prime
6472.T,ＮＴＮ,機械,機械,Prime
6473.T,ジェイテクト,機械,機械,Prime
6474.T,不二越,機械,機械,Prime
6479.T,ミネベアミツミ,電気機器,電機・精密,Prime
6480.T,日本トムソン,機械,機械,Prime
6481.T,ＴＨＫ,機械,機械,Prime
6482.T,ＹＵＳＨＩＮ,機械,機械,Standard
6484.T,ＫＶＫ,機械,機械,Standard
6485.T,前澤給装工業,機械,機械,Standard
6486.T,イーグル工業,機械,機械,Prime
6488.T,ヨシタケ,機械,機械,Standard
6489.T,前澤工業,機械,機械,Standard
6490.T,ＰＩＬＬＡＲ,機械,機械,Prime
6492.T,岡野バルブ製造,機械,機械,Standard
6493.T,ＮＩＴＴＡＮ,輸送用機器,自動車・輸送機,Standard
6494.T,ＮＦＫホールディングス,機械,機械,Standard
6495.T,宮入バルブ製作所,機械,機械,Standard
6496.T,中北製作所,機械,機械,Standard
6497.T,ハマイ,機械,機械,Standard
6498.T,キッツ,機械,機械,Prime
6501.T,日立製作所,電気機器,電機・精密,Prime
6503.T,三菱電機,電気機器,電機・精密,Prime
6504.T,富士電機,電気機器,電機・精密,Prime
6505.T,東洋電機製造,電気機器,電機・精密,Standard
6506.T,安川電機,電気機器,電機・精密,Prime
6507.T,シンフォニアテクノロジー,電気機器,電機・精密,Prime
6508.T,明電舎,電気機器,電機・精密,Prime
6513.T,オリジン,電気機器,電機・精密,Standard
6516.T,山洋電気,電気機器,電機・精密,Prime
6517.T,デンヨー,電気機器,電機・精密,Prime
6518.T,三相電機,電気機器,電機・精密,Standard
6521.T,オキサイド,電気機器,電機・精密,Growth
6522.T,アスタリスク,電気機器,電機・精密,Growth
6523.T,ＰＨＣホールディングス,電気機器,電機・精密,Prime
6524.T,湖北工業,電気機器,電機・精密,Standard
6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,電機・精密,Prime
6526.T,ソシオネクスト,電気機器,電機・精密,Prime
6532.T,ベイカレント,サービス業,情報通信・サービスその他,Prime
6533.T,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,サービス業,情報通信・サービスその他,Prime
6535.T,アイモバイル,サービス業,情報通信・サービスその他,Prime
6537.T,ＷＡＳＨハウス,サービス業,情報通信・サービスその他,Growth
6538.T,ディスラプターズ,サービス業,情報通信・サービスその他,Standard
6539.T,ＭＳ－Ｊａｐａｎ,サービス業,情報通信・サービスその他,Prime
6540.T,船場,サービス業,情報通信・サービスその他,Standard
6542.T,ＦＣホールディングス,サービス業,情報通信・サービスその他,Standard
6543.T,日宣,サービス業,情報通信・サービスその他,Standard
6544.T,ジャパンエレベーターサービスホールディングス,サービス業,情報通信・サービスその他,Prime
6545.T,インターネットインフィニティー,サービス業,情報通信・サービスその他,Growth
